Transcript	geneID	Gene_stable_ID	Gene_name	AAs	OrthoGroup	Isoelectric_point	RNAseq_TPM	Riboseq_TPM	AgeNode	DuplNode	MGCAT	blastn	AA_NEGATIVE	PNe	PSe	PNo	PSo	Gene_description
FBtr0070036	FBgn0031080	FBgn0031080	CG12655	155	OG0010506	6.47802941494854	14.0758402102482	12.5910050029354	N5	No_dupl	TRUE	TRUE	3.87096774193548	341	126	0	2	
FBtr0070038	FBgn0010215	FBgn0010215	alpha-Cat	917	OG0002146	6.0770077013776	23.5883650681842	39.876673839095	Conserved	No_dupl	TRUE	TRUE	15.1581243184297	2059	694	1	1	alpha Catenin
FBtr0070040	FBgn0052230	FBgn0052230	ND-MLRQ	83	OG0002117	9.30044989125936	920.065408848141	3433.78953127346	N8	No_dupl	TRUE	TRUE	8.43373493975904	189	62	0	0	NADH dehydrogenase (ubiquinone) MLRQ subunit
FBtr0070045	FBgn0053217	FBgn0053217	CG33217	699	OG0007819	8.3664540768184	5.77036979019404	7.34795567659493	Conserved	No_dupl	FALSE	TRUE	10.8726752503577	1596	503	3	0	
FBtr0070046	FBgn0052350	FBgn0052350	Vps11	830	OG0003202	8.60701492344672	4.38590277165639	7.44296432919916	Conserved	No_dupl	FALSE	TRUE	10.4819277108434	1900	592	8	3	Vacuolar protein sorting 11
FBtr0070050	FBgn0052819	FBgn0052819	CG32819	601	OG0005827	7.67884165241846	106.681777123225	8.93170546694293	Conserved	N0	FALSE	TRUE	13.477537437604	1343	462	0	0	
FBtr0070052	FBgn0052857	FBgn0052857	CG32857	283	OG0002090	5.26227549702788	51.8005150321228	31.4674307461671	Conserved	N0	FALSE	TRUE	13.0742049469965	630	221	0	0	
FBtr0070053	FBgn0052820	FBgn0052820	CG32820	601	OG0005827	7.67884165241846	97.5470976388429	8.16661220618971	Conserved	N0	FALSE	TRUE	13.477537437604	1343	462	0	0	
FBtr0070055	FBgn0053502	FBgn0053502	CG33502	283	OG0002090	5.26227549702788	51.8616586885866	31.4362535256521	Conserved	N0	FALSE	TRUE	13.0742049469965	630	221	0	0	
FBtr0070057	FBgn0040028	FBgn0040028	CG17450	601	OG0005827	7.67884165241846	105.719983186099	9.38594139556182	Conserved	N0	FALSE	TRUE	13.477537437604	1343	462	1	1	
FBtr0070058	FBgn0027588	FBgn0027588	GCS2alpha	924	OG0001239	6.04683137612898	99.607646192896	42.6854349159631	N8	No_dupl	TRUE	TRUE	12.4458874458874	2063	711	2	8	Glucosidase 2 alpha subunit
FBtr0070065	FBgn0000316	FBgn0000316	cin	601	OG0004099	5.89398323124354	10.6684027405383	9.39546493009324	Conserved	No_dupl	TRUE	TRUE	11.1480865224626	1323	482	2	1	cinnamon
FBtr0070066	FBgn0024989	FBgn0024989	CG3777	879	OG0007487	5.33188682116125	4.30148759017722	5.59199136565816	N8	No_dupl	TRUE	TRUE	15.2445961319681	1919	720	1	3	
FBtr0070069	FBgn0040371	FBgn0040371	CG12470	195	OG0008804	8.64373113981882	241.386359946356	57.2903337391535	N6	No_dupl	TRUE	TRUE	9.74358974358975	438	149	0	0	
FBtr0070070	FBgn0029521	FBgn0029521	Or1a	392	OG0008426	8.28746938946638	2.39292877083607	2.0121126153598	N6	No_dupl	TRUE	TRUE	6.88775510204082	876	302	3	0	Odorant receptor 1a
FBtr0070072	FBgn0000022	FBgn0000022	ac	201	OG0009952	7.15693777129197	0	0	Conserved	No_dupl	TRUE	TRUE	10.4477611940298	456	149	1	0	achaete
FBtr0070073	FBgn0004170	FBgn0004170	sc	345	OG0008749	6.62976435628564	0.0403451417750453	0.054952120990987	Conserved	No_dupl	TRUE	TRUE	8.98550724637681	769	268	0	2	scute
FBtr0070074	FBgn0002561	FBgn0002561	l(1)sc	257	OG0003929	5.89824378424346	0	0.0201694822204294	Conserved	No_dupl	TRUE	TRUE	10.5058365758755	584	189	0	1	lethal of scute
FBtr0070075	FBgn0000137	FBgn0000137	ase	486	OG0007324	6.72975003876403	0	0	Conserved	No_dupl	TRUE	TRUE	10.2880658436214	1086	374	3	6	asense
FBtr0070077	FBgn0052817	FBgn0052817	CG32817	121	OG0001058	4.55162910138236	8.67491391497168	3.99190741576966	N7	N0	TRUE	TRUE	13.2231404958678	272	93	0	0	
FBtr0070078	FBgn0029524	FBgn0029524	CG3176	121	OG0001058	4.3264161018388	10.3448911381576	5.24205424122483	N7	N0	TRUE	TRUE	14.8760330578512	273	92	0	0	
FBtr0070079	FBgn0023536	FBgn0023536	CG3156	692	OG0001276	9.45005113252244	16.3534257866663	5.3410883891807	Conserved	No_dupl	TRUE	TRUE	7.65895953757225	1514	564	2	5	
FBtr0070080	FBgn0023534	FBgn0023534	CG17778	127	OG0007425	5.82912328543882	2.97851611399074	0.146988746251933	N8	No_dupl	TRUE	TRUE	14.9606299212598	290	93	0	0	
FBtr0070087	FBgn0004648	FBgn0004648	svr	1439	OG0002048	5.91036711509821	14.836981119675	15.8023886559853	N8	No_dupl	TRUE	TRUE	11.8832522585129	3201	1118	2	6	silver
FBtr0070088	FBgn0023535	FBgn0023535	arg	351	OG0005208	6.67436875045475	16.6160963303422	8.713464497043	Conserved	No_dupl	TRUE	TRUE	10.8262108262108	775	280	1	1	arginase
FBtr0070090	FBgn0024983	FBgn0024983	CG4293	441	OG0007213	6.09900966576234	12.7931977629331	4.97448982212031	Conserved	No_dupl	TRUE	TRUE	11.1111111111111	965	360	1	0	
FBtr0070091	FBgn0260400	FBgn0260400	elav	483	OG0000262	9.06556175480258	1.61351950854032	0.82066948859871	Conserved	N6	TRUE	TRUE	5.79710144927536	1058	393	0	2	embryonic lethal abnormal vision
FBtr0070092	FBgn0023537	FBgn0023537	CG17896	520	OG0004104	8.55650041619828	115.174475186629	63.2116955955515	Conserved	No_dupl	TRUE	TRUE	9.23076923076922	1147	415	1	8	
FBtr0070094	FBgn0029525	FBgn0029525	CG18273	1377	OG0001109	7.70995230892504	6.85893929069052	2.38410194565641	N8	No_dupl	TRUE	TRUE	12.0551924473493	3032	1101	4	12	
FBtr0070099	FBgn0010019	FBgn0010019	Cyp4g1	556	OG0000381	6.98059814498962	6018.93595854996	7986.69025351639	Conserved	N8	TRUE	TRUE	12.2302158273381	1246	424	1	3	Cytochrome P450-4g1
FBtr0070100	FBgn0011822	FBgn0011822	Pgcl	407	OG0012150	5.04229264058944	11.6918372994992	7.61558792794749	Conserved	No_dupl	TRUE	TRUE	7.86240786240786	915	308	4	1	Pepsinogen C-like
FBtr0070101	FBgn0052816	FBgn0052816	CG32816	378	OG0007486	6.767506918126	3.61697717409696	4.79923754844716	N8	No_dupl	TRUE	TRUE	11.3756613756614	853	283	1	1	
FBtr0070103	FBgn0040370	FBgn0040370	CG13375	306	OG0001125	8.5984420457557	0.983528196776708	0.234029141091313	Conserved	No_dupl	TRUE	TRUE	10.4575163398693	672	248	0	0	
FBtr0070106	FBgn0261446	FBgn0261446	CG13377	330	OG0003910	7.60639854066148	11.1694959418113	5.72349450826219	N8	No_dupl	TRUE	TRUE	9.3939393939394	722	270	1	2	
FBtr0070108	FBgn0040373	FBgn0040373	CG3038	388	OG0005957	9.19830027211181	2.1779791388485	0.451426591318233	N8	No_dupl	TRUE	TRUE	11.340206185567	860	306	2	1	
FBtr0070110	FBgn0261930	FBgn0261930	vnd	723	OG0007761	6.9295469262766	3.02927847098809	3.6109849889045	Conserved	No_dupl	TRUE	TRUE	8.99031811894883	1578	593	0	4	ventral nervous system defective
FBtr0070115	FBgn0025640	FBgn0025640	CG13369	304	OG0000965	5.67114683029156	26.2184363117494	4.08556158433288	Conserved	N5	TRUE	TRUE	9.86842105263158	658	256	0	2	
FBtr0070116	FBgn0025635	FBgn0025635	CG17829	467	OG0005945	7.5449794530802	4.41037137816328	1.8593263271635	Conserved	No_dupl	TRUE	TRUE	12.4197002141328	1050	353	1	1	
FBtr0070119	FBgn0001341	FBgn0001341	Mybbp1A	1133	OG0005444	7.48034802098982	5.47844268225517	3.73364197110019	Conserved	No_dupl	TRUE	TRUE	13.9452780229479	2516	885	7	11	MYB binding protein 1a
FBtr0070120	FBgn0003575	FBgn0003575	su(sable)	1325	OG0004279	5.34903626452583	10.6675528578748	6.55639123365073	N8	No_dupl	TRUE	TRUE	13.2830188679245	2954	1023	8	5	suppressor of sable
FBtr0070121	FBgn0025634	FBgn0025634	CG13367	408	OG0006435	6.22095417966482	11.6219777144619	4.70086624983581	Conserved	No_dupl	TRUE	TRUE	12.5	905	321	2	1	
FBtr0070129	FBgn0025637	FBgn0025637	SkpA	162	OG0000422	4.52348201857664	58.1300076566999	81.673955472289	N8	N5	TRUE	TRUE	22.2222222222222	371	117	0	1	SKP1-related A
FBtr0070134	FBgn0040383	FBgn0040383	CG5254	306	OG0000707	9.50001149747934	40.5907365329095	10.7051825291675	Conserved	N5	TRUE	TRUE	6.53594771241831	674	246	0	6	
FBtr0070135	FBgn0040382	FBgn0040382	CG5273	469	OG0009589	6.57916789289656	52.9369101955782	31.857540568239	N6	No_dupl	TRUE	TRUE	3.83795309168444	1008	401	2	3	
FBtr0070140	FBgn0025621	FBgn0025621	CG16989	940	OG0001899	6.51123244233656	14.9671716503807	2.78097932182343	Conserved	No_dupl	TRUE	TRUE	10.4255319148936	2039	783	8	20	-
FBtr0070142	FBgn0029535	FBgn0029535	CG14635	119	OG0011099	5.23425122704779	8.42763296253379	7.69416460380646	N4	No_dupl	TRUE	TRUE	13.4453781512605	262	97	0	4	
FBtr0070145	FBgn0025616	FBgn0025616	CG13359	493	OG0011397	9.92943373572982	29.3301120631861	2.13229934407466	Conserved	No_dupl	TRUE	TRUE	10.7505070993915	1088	393	7	7	
FBtr0070146	FBgn0015799	FBgn0015799	Rbf	845	OG0007617	6.14379514369517	16.1432517462345	3.95214925318931	Conserved	No_dupl	TRUE	TRUE	12.6627218934911	1898	639	2	10	Retinoblastoma-family protein
FBtr0070147	FBgn0025620	FBgn0025620	CG13360	421	OG0000161	6.06131076943454	76.3839241596652	51.9947335912166	Conserved	N6	TRUE	TRUE	14.2517814726841	940	325	1	8	
FBtr0070148	FBgn0015288	FBgn0015288	RpL22	299	OG0001357	10.1118626778738	258.805501974938	40.9352904080454	Conserved	No_dupl	TRUE	TRUE	9.03010033444816	652	247	0	5	Ribosomal protein L22
FBtr0070149	FBgn0029532	FBgn0029532	CG13361	478	OG0009028	9.24123179569712	0.185355635375448	0	N6	No_dupl	TRUE	TRUE	12.1338912133891	1052	384	0	8	
FBtr0070150	FBgn0029531	FBgn0029531	CG13362	322	OG0009933	4.6048945151041	0	0.026363817833087	N6	No_dupl	TRUE	TRUE	9.93788819875776	709	259	2	4	
FBtr0070151	FBgn0025639	FBgn0025639	Hmt4-20	1300	OG0002480	8.83843070300012	11.6013945950191	2.12956973713908	Conserved	No_dupl	TRUE	TRUE	8.84615384615384	2868	1034	1	3	Histone methyltransferase 4-20
FBtr0070155	FBgn0002579	FBgn0002579	RpL36	115	OG0001518	11.3770458797925	1321.35114860667	166.883223091583	N8	No_dupl	TRUE	TRUE	7.82608695652174	254	93	0	1	Ribosomal protein L36
FBtr0070159	FBgn0026879	FBgn0026879	CG13364	64	OG0000938	9.99913958871167	116.332453656516	85.0615716114797	N8	N4	TRUE	TRUE	14.0625	145	49	0	0	
FBtr0070160	FBgn0029529	FBgn0029529	CG13365	114	OG0004610	9.44070758582441	44.8202184325744	29.3162132083776	Conserved	No_dupl	TRUE	TRUE	12.280701754386	258	86	0	1	
FBtr0070163	FBgn0040341	FBgn0040341	CG11664	254	OG0011729	9.39489340028224	13.4339705221261	1.47996478405579	Conserved	No_dupl	TRUE	TRUE	6.69291338582677	561	203	1	11	
FBtr0070164	FBgn0029539	FBgn0029539	CG11663	152	OG0012778	11.4901854672236	83.6618560170892	14.1581595968172	N2	No_dupl	TRUE	TRUE	3.94736842105263	331	127	0	1	
FBtr0070165	FBgn0040339	FBgn0040339	MED22	143	OG0002210	5.48436359341057	21.0092299405454	14.7016092995422	Conserved	No_dupl	TRUE	TRUE	16.0839160839161	325	106	0	1	Mediator complex subunit 22
FBtr0070167	FBgn0040340	FBgn0040340	TRAM	368	OG0007958	9.58352362121348	39.9832766400674	11.5627232049623	N8	No_dupl	TRUE	TRUE	7.88043478260869	805	301	0	4	TRAM
FBtr0070170	FBgn0040347	FBgn0040347	mus81	426	OG0004615	8.99832065818035	1.74991201935661	0.337627488857192	Conserved	No_dupl	TRUE	TRUE	13.1455399061033	932	348	0	3	mus81
FBtr0070171	FBgn0042146	FBgn0042146	CG18823	106	OG0007578	4.46261115846796	4.34904901593068	0.888543665498943	Conserved	N1	TRUE	TRUE	14.1509433962264	240	80	2	0	
FBtr0070172	FBgn0029552	FBgn0029552	CG14631	132	OG0009973	6.9163955473263	26.8448367579604	3.14745258414987	N5	No_dupl	TRUE	TRUE	15.9090909090909	293	105	2	0	
FBtr0070173	FBgn0040337	FBgn0040337	CG3021	389	OG0007677	8.7534657163033	17.0926250502594	2.89613633974914	Conserved	No_dupl	TRUE	TRUE	9.76863753213368	864	305	0	8	
FBtr0070174	FBgn0053082	FBgn0053082	Rpp21	183	OG0009542	9.83997771904045	1.96789004341446	0.438537600576522	Conserved	No_dupl	TRUE	TRUE	9.8360655737705	413	138	5	2	Ribonuclease P/MRP subunit p21
FBtr0070175	FBgn0014903	FBgn0014903	CG14630	406	OG0008891	8.03824461550131	29.6747639525838	6.63610713782813	Conserved	No_dupl	TRUE	TRUE	13.0541871921182	907	313	1	3	
FBtr0070176	FBgn0003638	FBgn0003638	su(w[a])	963	OG0004017	8.77720567630984	43.9275165482247	2.34109584062252	Conserved	No_dupl	TRUE	TRUE	13.3956386292835	2123	768	2	11	suppressor of white-apricot
FBtr0070179	FBgn0040398	FBgn0040398	CG14629	319	OG0001074	5.21466845120998	211.128022073557	128.236799954154	Conserved	N5	TRUE	TRUE	11.5987460815047	698	261	1	2	
FBtr0070180	FBgn0040365	FBgn0040365	CG14628	141	OG0007578	4.13633157472368	41.4063262607522	29.0471405108606	Conserved	N1	TRUE	TRUE	16.3120567375887	319	106	0	2	
FBtr0070182	FBgn0026143	FBgn0026143	Cdc45	575	OG0003858	5.42510432918182	5.76494537125264	0.432760362948781	Conserved	No_dupl	TRUE	TRUE	13.9130434782609	1275	452	1	5	Cell division cycle 45
FBtr0070183	FBgn0040351	FBgn0040351	CG11638	387	OG0003648	4.35434479940201	3.13410631399046	1.34563838875823	Conserved	No_dupl	TRUE	TRUE	25.3229974160206	866	297	2	6	
FBtr0070184	FBgn0040338	FBgn0040338	TfIIA-S-2	107	OG0012153	5.58181809519807	9.41823277151221	4.7891606051539	Conserved	No_dupl	TRUE	TRUE	15.8878504672897	243	80	0	0	TfIIA-S-2
FBtr0070185	FBgn0040350	FBgn0040350	CG3690	558	OG0000378	8.22504285680473	22.8639095221999	19.1750731469602	Conserved	N6	TRUE	TRUE	6.8100358422939	1235	441	3	3	
FBtr0070186	FBgn0040349	FBgn0040349	CG3699	251	OG0010479	9.01334776907976	120.250738765559	116.202531843912	Conserved	No_dupl	TRUE	TRUE	8.36653386454183	546	209	0	1	
FBtr0070187	FBgn0040348	FBgn0040348	CG3703	711	OG0001792	5.50211157010617	4.46279337480886	1.54536053030638	Conserved	No_dupl	TRUE	TRUE	13.9240506329114	1560	575	2	3	
FBtr0070188	FBgn0040346	FBgn0040346	CG3704	382	OG0004280	4.77123605320367	11.2969060015789	2.68619750774226	Conserved	No_dupl	TRUE	TRUE	14.9214659685864	853	295	3	0	
FBtr0070189	FBgn0040342	FBgn0040342	CG3706	444	OG0007565	6.19547138002357	12.2040789699466	2.94270670834255	Conserved	No_dupl	TRUE	TRUE	12.3873873873874	979	355	3	9	
FBtr0070195	FBgn0040343	FBgn0040343	CG3713	83	OG0012152	3.99175026755624	4.9375586274481	0.390302032600878	N2	No_dupl	TRUE	TRUE	20.4819277108434	185	66	1	1	
FBtr0070197	FBgn0040364	FBgn0040364	CG11378	312	OG0001074	5.36203077474469	25.0596782244258	16.3599595000787	N6	N5	TRUE	TRUE	11.5384615384615	692	246	3	8	
FBtr0070198	FBgn0040362	FBgn0040362	CG11379	201	OG0009975	8.63969363331464	32.4171905199706	4.67176229183362	N5	No_dupl	TRUE	TRUE	5.4726368159204	439	166	0	2	
FBtr0070199	FBgn0040361	FBgn0040361	CG14627	270	OG0009509	8.52361927981023	0.598106328582631	0.147089769445234	N6	No_dupl	TRUE	TRUE	4.44444444444444	592	220	6	4	
FBtr0070200	FBgn0040360	FBgn0040360	CG14626	342	OG0009100	9.38909819132188	0.5337665112121	0.223697522958356	N6	No_dupl	TRUE	TRUE	9.06432748538012	732	296	10	6	
FBtr0070201	FBgn0040359	FBgn0040359	CG11380	569	OG0005944	6.04177864711193	0.06213814409766	0.082872055723332	N8	No_dupl	TRUE	TRUE	10.7205623901582	1281	428	1	5	
FBtr0070202	FBgn0040358	FBgn0040358	CG14625	756	OG0008421	8.30370409001782	0.157469638273597	0.618549618194254	N6	No_dupl	TRUE	TRUE	11.7724867724868	1677	593	9	8	
FBtr0070203	FBgn0029568	FBgn0029568	CG11381	436	OG0009976	6.22382243136147	0.0361923355411823	0.423081110259888	N5	No_dupl	TRUE	TRUE	9.40366972477064	991	319	4	2	
FBtr0070204	FBgn0040357	FBgn0040357	CG14624	230	OG0010480	6.09820318984746	0.141675980152662	0.00796000595087393	N5	No_dupl	TRUE	TRUE	5.65217391304348	512	180	2	0	
FBtr0070205	FBgn0040367	FBgn0040367	CG11382	505	OG0009101	6.51157605589952	0.246353774405585	0.293602998882843	N6	No_dupl	TRUE	TRUE	6.73267326732673	1107	410	0	3	
FBtr0070206	FBgn0025642	FBgn0025642	CG32812	225	OG0009977	6.31403258098989	12.6386308374587	2.10317829960182	Conserved	No_dupl	TRUE	TRUE	13.7777777777778	497	180	0	1	
FBtr0070207	FBgn0004650	FBgn0004650	fs(1)N	2118	OG0007703	5.19279151491779	4.79575668540469	0.198123229714808	Conserved	No_dupl	TRUE	TRUE	12.9839471199245	4623	1733	6	6	female sterile (1) Nasrat
FBtr0070209	FBgn0024362	FBgn0024362	Naa30A	377	OG0000726	7.02280282849134	28.8474811628569	8.03426583518535	Conserved	N5	TRUE	TRUE	12.7320954907162	848	285	2	3	N(alpha)-acetyltransferase 30 A
FBtr0070211	FBgn0024361	FBgn0024361	Tsp2A	244	OG0001849	4.64059580305931	65.5690644730837	27.8675286481714	N8	No_dupl	TRUE	TRUE	7.37704918032787	539	195	0	2	Tetraspanin 2A
FBtr0070212	FBgn0024364	FBgn0024364	CG11417	771	OG0007398	4.87593014928347	6.202557133525	2.10064557043563	Conserved	No_dupl	TRUE	TRUE	23.0869001297017	1748	567	1	4	
FBtr0070213	FBgn0029573	FBgn0029573	CG14770	151	OG0005943	6.19320366056412	0.0840816143079931	0.0286308514438548	N8	No_dupl	TRUE	TRUE	17.8807947019868	347	108	0	3	
FBtr0070216	FBgn0023169	FBgn0023169	AMPKalpha	582	OG0003693	8.60588650500966	59.5516211621664	19.9410689065384	Conserved	No_dupl	TRUE	TRUE	9.79381443298969	1285	463	0	5	AMP-activated protein kinase alpha subunit
FBtr0070230	FBgn0027794	FBgn0027794	Lrpprc2	1072	OG0007199	8.45624897527617	10.9959956216092	3.85426710486609	Conserved	No_dupl	TRUE	TRUE	10.8208955223881	2301	917	4	7	Leucine-rich pentatricopeptide repeat containing 2
FBtr0070231	FBgn0027795	FBgn0027795	CG14785	470	OG0010481	8.48174045802033	63.5368387769052	7.24821844214787	Conserved	No_dupl	TRUE	TRUE	12.3404255319149	1037	375	4	5	
FBtr0070233	FBgn0024986	FBgn0024986	CG3719	160	OG0006313	6.89535501206864	97.8807124539908	110.757983688417	Conserved	No_dupl	TRUE	TRUE	12.5	357	125	1	0	
FBtr0070234	FBgn0000826	FBgn0000826	png	291	OG0002907	8.42529407714742	2.0310917783017	0	Conserved	No_dupl	TRUE	TRUE	10.3092783505155	642	233	0	3	pan gu
FBtr0070235	FBgn0024365	FBgn0024365	CG12773	712	OG0004677	5.49457351974294	14.6570672042218	2.97391533973797	N8	No_dupl	TRUE	TRUE	8.28651685393259	1562	576	0	2	
FBtr0070236	FBgn0024360	FBgn0024360	MTPAP	612	OG0002479	8.64155222629545	11.3468895380778	1.18822719392398	Conserved	No_dupl	TRUE	TRUE	9.96732026143791	1339	499	3	1	mitochondrial poly(A) polymerase
FBtr0070238	FBgn0024366	FBgn0024366	CG11409	1279	OG0004045	5.77301794471594	1.43811625489074	1.21063917548584	N8	No_dupl	TRUE	TRUE	11.9624706802189	2779	1060	3	11	
FBtr0070245	FBgn0026876	FBgn0026876	CG11403	861	OG0006284	8.86011421847461	1.44538913454017	0.149497625447475	Conserved	No_dupl	TRUE	TRUE	12.6596980255517	1885	700	6	4	
FBtr0070250	FBgn0040366	FBgn0040366	CG11398	329	OG0010779	7.04705537038244	1.36486358016852	0.508413909819251	Conserved	No_dupl	TRUE	TRUE	12.7659574468085	744	245	5	1	
FBtr0070251	FBgn0040363	FBgn0040363	CG11384	588	OG0000151	6.87592922354729	1.26297672626596	0.750316616347062	Conserved	N6	TRUE	TRUE	10.7142857142857	1301	465	6	15	
FBtr0070252	FBgn0040368	FBgn0040368	eIF4E7	429	OG0000141	8.71662521421969	60.6727385003776	10.4686138869069	Conserved	N6	TRUE	TRUE	13.5198135198135	979	310	0	2	eukaryotic translation initiation factor 4E7
FBtr0070253	FBgn0026872	FBgn0026872	CG14777	196	OG0000390	9.4833540439636	37.072594700355	7.1373941921971	N8	N7	TRUE	TRUE	5.61224489795918	435	155	1	3	
FBtr0070254	FBgn0029580	FBgn0029580	CG14778	186	OG0000390	9.36401962898941	22.3821237449743	6.40144774115192	Conserved	N7	TRUE	TRUE	5.3763440860215	417	143	0	0	
FBtr0070255	FBgn0013720	FBgn0013720	pck	256	OG0005647	8.72079369631477	19.1163361677367	6.79271793342304	N8	No_dupl	TRUE	TRUE	7.03125	573	197	0	3	pickel
FBtr0070257	FBgn0025383	FBgn0025383	CG14780	302	OG0001555	9.22295933808035	2.53781158556945	0.949422319598439	Conserved	No_dupl	TRUE	TRUE	5.96026490066226	652	256	1	1	
FBtr0070259	FBgn0025381	FBgn0025381	rush	316	OG0005035	7.94708505610411	45.0740490725826	10.7367555340294	Conserved	No_dupl	TRUE	TRUE	10.7594936708861	699	251	0	2	rush hour
FBtr0070260	FBgn0025394	FBgn0025394	inc	211	OG0006594	6.18975089602172	8.01036173186456	2.73534425655106	N8	No_dupl	TRUE	TRUE	13.7440758293839	465	170	0	1	insomniac
FBtr0070269	FBgn0000482	FBgn0000482	dor	1002	OG0005486	5.52000639561458	6.81843106726966	3.6948199834827	Conserved	No_dupl	TRUE	TRUE	14.5708582834331	2222	786	2	16	deep orange
FBtr0070270	FBgn0001189	FBgn0001189	hfw	611	OG0006641	5.98921231253273	15.2584051297366	4.36983317889618	Conserved	No_dupl	TRUE	TRUE	9.65630114566285	1358	477	4	8	halfway
FBtr0070272	FBgn0024897	FBgn0024897	b6	558	OG0004510	6.2883666181434	3.55312628204745	1.58855046720743	Conserved	No_dupl	TRUE	TRUE	10.2150537634409	1245	431	0	7	b6
FBtr0070277	FBgn0025391	FBgn0025391	Scgdelta	404	OG0008048	9.58148879539961	1.54512077919119	0.146710201636757	N8	No_dupl	TRUE	TRUE	7.92079207920793	875	339	1	5	Sarcoglycan delta
FBtr0070278	FBgn0025378	FBgn0025378	CG3795	305	OG0000773	6.97517323696914	31.497228942817	1.93275467084499	Conserved	No_dupl	TRUE	TRUE	9.83606557377049	671	246	0	5	
FBtr0070279	FBgn0023130	FBgn0023130	a6	409	OG0008767	8.53483326838044	4.10665522001122	0.302831278121206	N6	No_dupl	TRUE	TRUE	10.0244498777506	874	355	2	4	a6
FBtr0070283	FBgn0023530	FBgn0023530	CG3740	140	OG0001045	5.0188578251617	17.8457901537894	8.20046988324841	Conserved	N5	TRUE	TRUE	9.28571428571429	305	117	0	5	
FBtr0070284	FBgn0025390	FBgn0025390	Mur2B	1795	OG0006208	8.96094993005388	4.52104678004067	0.333733103741802	N8	No_dupl	TRUE	TRUE	9.02506963788301	3894	1493	23	12	Mucin related 2B
FBtr0070285	FBgn0025393	FBgn0025393	CG14795	116	OG0003889	6.33472788645623	3.68156039891234	0.605194802948879	N7	No_dupl	TRUE	TRUE	13.7931034482759	250	100	0	0	
FBtr0070288	FBgn0053513	FBgn0053513	Nmdar2	1083	OG0001861	8.17602433101602	0.888004804171151	0.122278247892479	N8	No_dupl	TRUE	TRUE	10.3416435826408	2393	858	1	7	NMDA receptor 2
FBtr0070289	FBgn0003517	FBgn0003517	sta	270	OG0002482	4.75968966073333	830.027868688059	46.8018706758365	N8	No_dupl	TRUE	TRUE	14.8148148148148	596	216	0	3	stubarista
FBtr0070293	FBgn0025382	FBgn0025382	Rab27	236	OG0008706	8.33735959843213	1.59507768319575	0.0378937739698079	Conserved	No_dupl	TRUE	TRUE	12.2881355932203	509	201	1	0	Rab27
